name,top_category,sub_category
nutrijell puding susu stroberi 145g,makanan ringan,agar-agar
nutrijell puding susu vanilla 120g,makanan ringan,agar-agar
nutrijell rasa buah,minuman sachet,jelly
nutrisari premium dus 12x10s,minuman sachet,minuman segar
nutrisari rasa campur,minuman sachet,minuman segar
nutrisari rcg,minuman sachet,minuman segar
nuvo hand soap btl 250ml,pkrt,antiseptik
bumbu racik nasi goreng,bahan masakan,kaldu & penyedap
bumbu racik ikan goreng,bahan masakan,kaldu&penyedap
bumbu racik ikan,bahan masakan,kaldu & penyedap
bumbu racik ayam goreng / rtg,bahan masakan,kaldu & penyedap
bumbu racik 1500 isi 10,bahan masakan,kaldu & penyedap
bumbu nasi goreng uleg 6x25g,bahan masakan,kaldu & penyedap
bumbu nasi goreng,bahan masakan,kaldu & penyedap
bumbu minang,bahan masakan,kaldu & penyedap
bumbu masak restu mandiri,bahan masakan,kaldu & penyedap
bumbu kuah bakso,bahan masakan,kaldu & penyedap
bumbu kobe all varian,bahan masakan,kaldu&penyedap
nuvo sabun,sabun mandi,antiseptik
nuvo sabun 80g (72,sabun mandi,antiseptik
nuvo sbn bar family merah 72 x 80g*,sabun mandi,antiseptik
nuvo soap dus 72x80g,sabun mandi,antiseptik
nuvo soap fresh care protect 76g,sabun mandi,antiseptik
nuvo soap fresh protect 76g,sabun mandi,antiseptik
nuvo soap mild protect 76g,sabun mandi,antiseptik
nuvo soap nature protect 76g,sabun mandi,antiseptik
nuvo soap total protect 76g,sabun mandi,antiseptik
nuvo ts 80g,sabun mandi,antiseptik
nuvo vair merah,sabun mandi,antiseptik
nyam nyam,makanan ringan,snack
bumbu dapur renceng,bahan masakan,kaldu & penyedap
bumbu capcay,bahan masakan,kaldu & penyedap
bumbu bon cabe renteng 7gr level 30 (10 slop x 24pcs),bahan masakan,kaldu & penyedap
bumbu bon cabe renteng 7gr level 15 (10 slop x 24 pcs),bahan masakan,kaldu & penyedap
bumbu racik sayur asem,bahan masakan,kaldu & penyedap
nutrisari rcg / pk,minuman sachet,minuman segar
nutrisari sak dus 16x10s,minuman sachet,minuman segar
nutrisari sak dus 18x4x10s,minuman sachet,minuman segar
nutrisari sak pak 4x10s,minuman sachet,minuman segar
nutrisari sirsak,minuman sachet,minuman segar
nutrisari sirsak 10x11g,minuman sachet,minuman segar
nutrisari sirsak 12g,minuman sachet,minuman segar
nutrisari strawberry 10x11g,minuman sachet,minuman segar
nutrisari sweet guava 10x11g,minuman sachet,minuman segar
nutrisari sweet mango 10x11g,minuman sachet,minuman segar
nutrisari wedank,minuman sachet,minuman segar
nutritea lychee tea 10x14g,minuman sachet,teh instant
nuu grentea,minuman dalam kemasan,teh
nuvo,sabun mandi,antiseptik
nuvo (72),sabun mandi,antiseptik
nuvo 250ml,sabun mandi,antiseptik
nuvo 450ml,sabun mandi,antiseptik
nuvo batang vcampur,sabun mandi,antiseptik
nuvo btg 76gr dus,sabun mandi,antiseptik
nuvo cair 2500,sabun mandi,antiseptik
nuvo cair 60 ml (48),sabun mandi,antiseptik
nuvo cair ref 70 ml pth,sabun mandi,antiseptik
burung dara,minuman dalam kemasan,minuman segar
bumu rendang,bahan masakan,kaldu & penyedap
bumbu soto,bahan masakan,kaldu & penyedap
bumbu racik tempe isi 10,bahan masakan,kaldu & penyedap
bumbu racik sop,bahan masakan,kaldu&penyedap
bumbu racik sayur sop,bahan masakan,kaldu & penyedap
nutrijell ckt,makanan ringan,jelly
nutrijell buah ekonomis / pk,minuman sachet,jelly
nutrijell buah dus (12pak),makanan ringan,agar-agar
cakra kemasan,bahan makanan,tepung
cake sm bolu jacko blueberri (12box x 24pcs),makanan ringan,kue kering
cake sm bolu jacko blueberri (12box x 24 pcs),makanan ringan,kue kering
cake padimas kuriimu layer cake stroberi 19 (8box x 12pcs),makanan ringan,kue kering
cake padimas kuriimu layer cake pandan 19gr (8box x 12pcs),makanan ringan,kue kering
cake padimas kuriimu layer cake coklat 19gr (8box x 12pcs),makanan ringan,kue kering
cake padimas kue cetak pia kacang hitam (10slop x 10pcs),makanan ringan,kue kering
cake padimas kue cetak pia kacang coklat (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake vanilla 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake stroberi 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake pandan 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake mocca 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake coklat 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake brownis vanilla 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake brownis stroberi 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake blueberri 12gr (10slop x 10pcs),makanan ringan,kue kering
cake padimas cream cake aneka rasa 12gr (10slop x 10pcs),makanan ringan,kue kering
cake oreo soft cake vanilla 16 gr (12box x 12pcs),makanan ringan,kue kering
cake kraft keju cake 16gr (12box x 12pcs),makanan ringan,kue kering
cake biskuat bolu pandan 16gr (12box x 12pcs),makanan ringan,kue kering
cake biskuat bolu chocolate 16gr (12box x 12pcs),makanan ringan,kue kering
cahrm isi 2,perlengkapan kebersihan wanita,pembalut
cafino,minuman bubuk,kopi instant
caffino moca 10x20g,minuman sachet,kopi instant
caffino hazlenut 10x20g,minuman sachet,kopi instant
caffino dus (20x10x20g),minuman sachet,kopi instant
caffino classic 10x20g,minuman sachet,kopi instant
caffino classic (20x10),minuman sachet,kopi instant
cake sm bolu jacko stroberi (12box x 24pcs),makanan ringan,kue kering
cakra kembar 25kg,bahan makanan,tepung
cacing jago,obat obatan,obat puyer
cakra kembar emas oriental,bahan makanan,tepung
nitrisari maroko,minuman sachet,minuman segar
nitrisari sirsak,minuman sachet,minuman segar
niutrijell coklat,minuman sachet,jelly
candy alpenliebe eclairs white sak 144gr (24sak),makanan ringan,permen
candy alpenliebe eclairs toples 360gr (12tps),makanan ringan,permen
nomos,pkrt,obat nyamuk
candy alpenliebe caramel toples baru 360gr (12tps),makanan ringan,permen
candy alpenliebe caramel sak 125gr (40sak),makanan ringan,permen
candy alpenliebe anggur sak 125gr (40sak),makanan ringan,permen
candy 31606 marbels renteng mooshake (10slop x 2rtg x 12pcs),makanan ringan,permen
candy 31604 marbels renteng colors (10slop x 2rtg x 12pcs),makanan ringan,permen
candy 31555 mentos mint sak besar 165gr (16sak),makanan ringan,permen
candy 31533 mentos roll mini rainbow toples 532gr (12tps),makanan ringan,permen
cancow coklat,minuman bubuk,susu
camila 900 ml,bahan masakan,minyak sayur
camel yellow 20 slp,rokok,rokok
camel white 20 slp,rokok,rokok
camel purple 12,rokok,rokok
camel purple,rokok,rokok
camel activate purple 20 slp,rokok,rokok
caladine powder 60g,perawatan tubuh,bedak bayi
caladine powder 100g,perawatan tubuh,bedak bayi
caladine lotion 60ml,perawatan tubuh,body lotion
caladine cair 95ml,perawatan tubuh,lotion
caladine cair 60ml,perawatan tubuh,lotion
cakra kembar emas pao,bahan makanan,tepung
caffino,minuman sachet,kopi instant
caca 1000,makanan ringan,cokelat
nutrijell  jeruk 10g  (12,minuman sachet,jelly
nutri boost,minuman dalam kemasan,minuman segar
nutri sari,minuman sachet,minuman segar
nutri sari jeruk,minuman sachet,minuman segar
nutriboost,minuman dalam kemasan,minuman segar
nutribost,minuman dalam kemasan,minuman segar
nutribus merah,minuman dalam kemasan,minuman segar
nutrijel ( kemasan ekonomis cincau htm 12),minuman sachet,jelly
nutrijel all rasa,makanan ringan,jelly
nutrijel anggur(12x12) k,minuman sachet,jelly
nutrijel bluberi (12x12) k,minuman sachet,jelly
nutrijel cincau,makanan ringan,jelly
nutrijel cincau (12x12) k,minuman sachet,jelly
nutrijel cok 20 gr (12x12) k,minuman sachet,jelly
nutrijel coklat (kecil,makanan ringan,jelly
nutrijel ekonomis 12,makanan ringan,agar-agar
nutrijel jambu (12x12) k,minuman sachet,jelly
nutrijel jeruk (12x12) k,minuman sachet,jelly
nutrijel leci (12x12) k,minuman sachet,jelly
nutrijel mangga,makanan ringan,jelly
nutrijel mangga (12x12) k,minuman sachet,jelly
nutrijel melon,makanan ringan,jelly
nutrijel melon (12x12) k,minuman sachet,jelly
nutrijel strawberry (12x12) k,minuman sachet,jelly
nutrijel strawbery,makanan ringan,jelly
nutrijel strowbery,makanan ringan,jelly
nutrijel warna,makanan ringan,jelly
nutri orange,minuman sachet,minuman segar
nutella hazelnut 1000gr,makanan ringan,selai
cabe gunung saos gembol,bahan masakan,aneka sambal
nufadex 0.75mg /pak,obat obatan,obat kaplet
cabe gunung kecap manis m (12),bahan masakan,aneka kecap
nu green tea,minuman dalam kemasan,teh
nu green tea dus 24x450ml,minuman dalam kemasan,botol
nu green tea honey 450ml,minuman dalam kemasan,botol
nu green tea madu,minuman dalam kemasan,teh
nu green tea original 450ml,minuman dalam kemasan,botol
cabe gunung kecap asin (12),bahan masakan,aneka kecap
cabe aida 500 gr,bahan masakan,aneka sambal
cabe aida 250 gr,bahan masakan,aneka sambal
cabe aida 20 gr,bahan masakan,aneka sambal
cabe aida / rtg,bahan masakan,aneka sambal
c1000 botol besar,minuman dalam kemasan,minuman energi
c1000 botol,minuman dalam kemasan,minuman energi
c-1000,minuman sachet,multi vitamin
nu milk tea dus 24x330ml,minuman dalam kemasan,botol
c 1000,minuman dalam kemasan,minuman energi
byg coil max blossom hijau,pkrt,obat nyamuk
bye bye fever bayi,obat luar,kompres demam
bye bye fever anak,obat luar,kompres demam
bwg prima ljs,makanan ringan,kerupuk
butter holland gold 2kg (6),bahan makanan,mentega
butter coconut,makanan ringan,biskuit
buther coconut,makanan ringan,biskuit
nu teh tarik 330ml,minuman dalam kemasan,botol
nu zuzu dus 12x200ml,minuman dalam kemasan,botol
bumbu bon cabe renteng 500an 2.5gr level 15 (20slop x 20pcs),bahan masakan,kaldu & penyedap
nyu sachet,perawatan rambut,pewarna rambut
o- lala,makanan ringan,kue kering
bu krim 2000,sabun krim,deterjen
brs ramos 25kg,bahan pokok,beras
brs p.n 20kg,bahan pokok,beras
brs ms cianjur,bahan pokok,beras
brown 12 slp,rokok,rokok
brown 12 bal (20slp),rokok,rokok
bread flour blf 25 kg,bahan makanan,terigu
bravo 38 hitam,prt,plastik
boyki,makanan ringan,snack
oreo cookie crumble 1kg,makanan ringan,biskuit
botol bsr kosong,prt,botol
botan sarden 425g (24klg),makanan kaleng,ikan
botan sarden 155g (50klg),makanan kaleng,ikan
botan makarel k (100),makanan kaleng,ikan
botan makarel b (48),makanan kaleng,ikan
oreo mini pch chocolate 10x20.4g,makanan ringan,biskuit
oreo mini pch dus 6x10x20.4g,makanan ringan,biskuit
oreo mini pch original 10x20.4g,makanan ringan,biskuit
energen dus 16x10s,minuman sachet,sereal
botan mackerel dus 48x425g,makanan kaleng,ikan
botan mackerel dus 100x155g,makanan kaleng,ikan
oreo roll 60x6,makanan ringan,biskuit
oreo roll chocolate creme 137g,makanan ringan,biskuit
oreo roll dus 24x137g,makanan ringan,biskuit
oreo roll ice cream 137g,makanan ringan,biskuit
oreo roll strawberry creme 137g,makanan ringan,biskuit
bsm 12.oz,prt,plastik
buah vita,minuman dalam kemasan,minuman segar
botan mackerel 425g,makanan kaleng,ikan
oreo bluberi 38gr,minuman sachet,susu
omela kaleng,skm,susu kental
omela kaleng 370 ml,skm,susu kental manis
omura,minuman sachet,minuman segar
buihunku soto,makanan instant,bihun instant
buihun jagung besar,makanan instant,bihun kering
bubur instan buryam rasa ayam 22gr ( 12rtg x 10pcs ),makanan instant,bubur
bubur bayi nestle cerelac kacang hijau renteng 20gr (16rtg x 8pc),makanan ringan,sereal bayi
bubur bayi nestle cerelac beras merah renteng 20gr (16rtg x 8pc),makanan ringan,sereal bayi
oplet gula isi 20,minuman sachet,kopi instant
oplet mini isi 30,minuman sachet,kopi instant
oplet xmangat 500 isi 200,minuman sachet,kopi instant
bubur bayi nestle cerelac ayam bawang renteng 20gr (16rtg x 8pc),makanan ringan,sereal bayi
bubuk cabe aida renceng,bumbu tabur,aneka sambal
oreo 1500 chocolate creme 12x29.4g,makanan ringan,biskuit
oreo 1500 dus 12x12x29.4g,makanan ringan,biskuit
oreo 1500 ice cream 12x29.4g,makanan ringan,biskuit
oreo 1500 strawberry creme 12x29.4g,makanan ringan,biskuit
oreo 1500 vanilla 12x29.4g,makanan ringan,biskuit
oreo 2000,makanan ringan,biskuit
"oreo 28,5 gr",makanan ringan,biskuit
oreo biskuit coklat / pk,makanan ringan,biskuit
oreo roll vanilla 137g,makanan ringan,biskuit
oreo soft cake 12x16g,makanan ringan,biskuit
olala jellydrink,minuman dalam kemasan,jelly
ovaltine sak pak 3x10x20g,minuman sachet,minuman energy
p terigu cakra kembar emas,bahan makanan,terigu
p terigu cakra kembar emas e-cpn 25 kg,bahan makanan,terigu
padamu bihun jagung,makanan instant,bihun kering
padamu kuning,makanan instant,bihun kering
padamu m,makanan instant,bihun kering
padi mas,bahan pokok,beras
padi mas 500,makanan ringan,kue kering
padimas,bahan pokok,beras
padimas bolu lapis,makanan ringan,kue kering
boom detergent merah,sabun cuci pakaian,deterjen
boom detergent isi 12,sabun cuci pakaian,deterjen
boom det 400gr 12pcs,sabun cuci pakaian,deterjen
boom det 400 gr,sabun cuci pakaian,deterjen
boom bunga 400g,sabun cuci pakaian,deterjen
boom 5rb (12),sabun cuci pakaian,deterjen
boom 5000 400gr,sabun cuci pakaian,deterjen
boom 5000,sabun cuci pakaian,deterjen
pailmia,bahan makanan,mentega
pair loveli cream 144 9g,perawatan tubuh,krim wajah
pair loveli crem 144*9g,perawatan tubuh,lotion
pair loveli foam,perawatan tubuh,lotion
pair lovely crem 144  gr,perawatan tubuh,lotion
palmia 200 gr refill,bahan makanan,mentega
ovalet k 30 gr,bahan makanan,pewarna kue
botan mackerel 155g,makanan kaleng,ikan
ovale whitening 60ml,perawatan tubuh,lotion
oreo soft cake dus 12x12x16g,makanan ringan,biskuit
botan kecil,makanan kaleng,ikan
botan besar,makanan kaleng,ikan
bos coco sari kelapa,makanan ringan,biskuit
boom putih 400g,sabun cuci pakaian,deterjen
ori orio @1000 / ktn 8,makanan ringan,biskuit
orio rio,makanan ringan,biskuit
oronamin c drink 120ml,minuman dalam kemasan,minuman energy
oronamin c drink dus 24x120ml,minuman dalam kemasan,minuman energy
osaka kentang,makanan ringan,snack
oskadon (50str),obat obatan,obat sakit kepala
oskadon biru,obat obatan,obat kaplet
oskadon biru isi 4,obat obatan,obat kaplet
oskadon sakit kepala,obat obatan,obat kaplet
oskadon sp (25str),obat obatan,obat sakit kepala
oskadon sp 4 tablet /pak,obat obatan,obat kaplet
oskadon sp @25,obat obatan,obat kaplet
boom jenuk nipis 400g,sabun cuci pakaian,deterjen
oskadon sp isi 25 strip,obat obatan,obat kaplet
oskadon sp isi 4,obat obatan,obat kaplet
boom dus 12x400g,sabun cuci pakaian,deterjen
ovale f lotion 100ml,perawatan tubuh,lotion
ovale kertas minyak,perawatan tubuh,lotion
ovale masker wajah,perawatan tubuh,lotion
olaris snack,makanan ringan,snack
olala jambu cup 150ml,minuman dalam kemasan,minuman segar
oasis,air minum dalam kemasan,botol
obat nyamuk vape jumbo reguler (60pcs/krt),pkrt,obat nyamuk
obat sakatonik abc aneka rasa (60box),obat obatan,obat kaplet
obat ultraflu kaplet (40box x 25pcs),obat obatan,obat kaplet
obat woods syrup biru 60ml (54box),obat obatan,obat batuk
obat woods syrup merah 60ml (54box),obat obatan,obat batuk
obh combi,obat obatan,obat cair
obh combi 100ml,obat obatan,obat batuk pilek
obh combi anak 60 ml,obat obatan,obat cair
obh combi anak orange 60ml,obat obatan,obat batuk pilek
obh combi anak strawberry 60ml,obat obatan,obat batuk pilek
obh combi dus (120x100ml),obat obatan,obat batuk pilek
obh combi plus 100ml,obat obatan,obat batuk pilek
obh combi plus 60ml,obat obatan,obat batuk pilek
obh combi plus dus (48x100ml),obat obatan,obat batuk pilek
obh nellco special 100ml,obat obatan,obat batuk pilek
obh nellco special dus 12x100ml,obat obatan,obat batuk pilek
obhc flu anak 60 ml,obat obatan,obat cair
obsagi obat sakit gigi dan gusi,obat obatan,obat kaplet
oh hayo,makanan ringan,snack
ohayo,makanan ringan,snack
oishi,makanan ringan,snack
okebis biskuit 300gr,makanan ringan,biskuit
bumbu bakso samisae,bahan masakan,kaldu & penyedap
oki jelly jumbo,minuman dalam kemasan,jelly
okky 1000,makanan ringan,snack
obat promag liquit sachet (24slop x 3box x 6sachet),obat obatan,obat lambung
obat nyamuk,obat luar,obat nyamuk
okky 2000 camppur,minuman dalam kemasan,jelly
obat mata fuji,obat luar,obat mata
oasis 1500 ml,air minum dalam kemasan,botol
oasis 1500ml,air minum dalam kemasan,botol
oasis 1500ml(dus),air minum dalam kemasan,botol
oasis 200 ml,air minum dalam kemasan,gelas
oasis 240ml(dus),air minum dalam kemasan,gelas
oasis 600 ml,air minum dalam kemasan,botol
oasis 600ml,air minum dalam kemasan,botol
oasis 600ml (dus),air minum dalam kemasan,botol
oasis cup 240ml,air minum dalam kemasan,gelas
oasis gelas,air minum dalam kemasan,gelas
ob herbal 100ml,obat obatan,obat batuk pilek
ob herbal 60ml,obat obatan,obat batuk pilek
ob herbal ziplong 5x12ml,obat obatan,obat batuk pilek
obah anak,obat obatan,obat cair
obat cacing,obat obatan,obat puyer
obat cacing jago 8 dewa,obat obatan,obat puyer
obat entrostop anak jambu biji 10ml (24slop x 3box x 6pcs),obat obatan,obat kaplet
obat entrostop dewasa (36slop x 6pcs),obat obatan,obat kaplet
obat fatigon putih (40 box),obat obatan,multi vitamin
obat fitkom gummy vitamin c & zinc 240gr (6box x 10sct),obat obatan,multi vitamin
obat hansaplat kain elastis (100box x 100lmbr),perlengkapan medis,plester
obat hansaplat koyo hangat rtg (50 slop x 2 rtg),obat luar,plester
obat hansaplat koyo panas rtg ( 50 slop x 2 rtg ),obat luar,plester
obat kalpanak salep (12box x 12tube),obat luar,balsam
obat kalpanax krim 5g (36 slop x 6 pcs),obat luar,balsam
okky 1000 camppur,minuman dalam kemasan,jelly
okky anggur,minuman dalam kemasan,minuman segar
olala jambu,minuman dalam kemasan,minuman segar
okky jelly drink 1000,minuman dalam kemasan,jelly
okky jelly drink 2000,minuman dalam kemasan,jelly
okky jelly drink @1000 / ktn,minuman dalam kemasan,jelly
okky jelly drink big,makanan ringan,jelly
okky jelly drink isi 24,minuman dalam kemasan,jelly
okky jelly drink jambu anggur,minuman dalam kemasan,minuman segar
okky jelly drink jeruk 1000,minuman dalam kemasan,jelly
okky jelly e1000,minuman dalam kemasan,jelly
okky jelly e2000,minuman dalam kemasan,jelly
okky jelly gelas ( grosir ),minuman dalam kemasan,jelly
okky jelly mix,minuman dalam kemasan,minuman segar
okky jely apel,minuman dalam kemasan,jelly
okky jely big / ktn,minuman dalam kemasan,jelly
okky jely blackcurrent,minuman dalam kemasan,jelly
okky jely drink 1000 24pcs,minuman dalam kemasan,jelly
okky jely drink jambu,makanan ringan,jelly
okky jely jambu,minuman dalam kemasan,jelly
okky jely jeruk,minuman dalam kemasan,jelly
okky jely mangga,minuman dalam kemasan,jelly
okky jely orange,minuman dalam kemasan,jelly
okky koko drink big mangga,minuman dalam kemasan,minuman segar
oky big,minuman dalam kemasan,jelly
oky jelly 1000 campur,minuman dalam kemasan,jelly
oky jelly 2000 jambu,minuman dalam kemasan,jelly
oky jelly drink,minuman dalam kemasan,jelly
oky jelly kecil,minuman dalam kemasan,jelly
olala,makanan ringan,agar-agar
olala anggur,minuman dalam kemasan,minuman segar
